,song title,lyrics,artist,genre
15,Pornography,"[Sample 1]
Before we finally [?] BBC 2 today [?] A reminder that there's a treat in store for opera lovers [?] tomorrow evening with a sparkling performance from the Royal Opera House in Covent Garden of one of the world's best-loved Romantic operas] Puccini at 5-past-8 tomorrow. Well now there's the last look at the clock this eve, and the time's just winding its way round to eight minutes to one. If you're still up and about and want a bit more entertainment, a reminder that our colleagues over at BBC Radio are still on the airwaves. On Radio 2 in eight minutes Sheila Tracey - that's Radio 2's ""Tiger Tim"" - takes over with the Truckers' Hour, and then at 2 o'clock You and the Night and the Music with Tim Gudgin through 'til five. But for now, on behalf of everyone here on BBC 2, this is Robin Whitting-

[Sample 2]
Yeah, a green sedan. No, the licence plates were covered with mud. They took tyres and gas. (Tell him they took all the cash.) They robbed the cash register too. I got word that the police had them bottled up... but they slipped through again. (I wonder if the baby is born yet.) Poor Joan. They're being blamed for every crime committed in the country

[Sample 3]
[Incomprehensible]

[Verse 1]
A hand in my mouth
A life spills into the flowers
We all look so perfect
As we all fall down
In an electric glare
The old man cracks with age
She found his last picture
In the ashes of the fire

[Verse 2]
An image of the queen
Echoes round the sweating bed
Sour yellow sounds inside my head
In books
And films
And in life
And in heaven
The sound of slaughter
As your body turns...

[Refrain]
But it's too late
But it's too late

[Verse 3]
One more day like today and I'll kill you
A desire for flesh
And real blood
And I'll watch you drown in the shower
Pushing my life through your open eyes...

[Outro]
I must fight this sickness
Find a cure
I must fight this sickness",The Cure,Indie
16,The Same Deep Water as You,"[Verse 1]
Kiss me goodbye, pushing out before I sleep
Can't you see I try?
But swimming the same deep water as you is hard
'The shallow drowned lose less than we,' you breathe
The strangest twist upon your lips
And we shall be together
And we shall be together

[Verse 2]
Kiss me goodbye, bow your head, and join with me
And face pushed deep, reflections meet
The strangest twist upon your lips
And disappear, the ripples clear
And softly breaks against your feet
Softly breaks the mirror sweet
So we shall be together
So we shall be together

[Verse 3]
Kiss me goodbye, pushing out before I sleep
It's lower now, and slower now
The strangest twist upon your lips
But I don't see, and I don't feel
But softly hold up silently
My hands, before my fading eyes
And in my eyes your smile
The very last thing before I go
The very last thing before I go
The very last thing before I go

[Chorus]
I will kiss you, I will kiss you
I will kiss you forever on nights like this
I will kiss you, I will kiss you
And we shall be together",The Cure,Indie
17,Killing an Arab,"[Verse 1]
Standing on the beach
With a gun in my hand
Staring at the sky
Staring at the sand
Staring down the barrel
At the arab on the ground
I can see his open mouth
But I hear no sound

[Chorus]
I'm alive
I'm dead
I'm the stranger
Killing an arab

[Verse 2]
I can turn
And walk away
Or I can fire the gun
Staring at the sky
Staring at the sun
Whichever I chose
It amounts to the same
Absolutely nothing

[Chorus]
I'm alive
I'm dead
I'm the stranger
Killing an arab

[Verse 3]
I feel the steel butt jump
Smooth in my hand
Staring at the sea
Staring at the sand
Staring at myself
Reflected in the eyes
Of the dead man on the beach
(The dead man on the beach)

[Chorus]
I'm alive
I'm dead
I'm the stranger
Killing an arab",The Cure,Indie
18,Burn,"[Verse 1]
'Don't look, don't look,' the shadows breathe
Whispering me away from you
'Don't wake at night to watch her sleep
You know that you will always lose
This trembling, adored
Tousled birdmad girl'

[Chorus 1]
But every night I burn
Every night I call your name
Every night I burn
Every night I fall again

[Veerse 2]
'Oh, don't talk of love' the shadows purr
Murmuring me away from you
'Don't talk of worlds that never were
The end is all that's ever true
There's nothing you can ever say
Nothing you can ever do'

[Chorus 2]
Still every night I burn
Every night I scream your name
Every night I burn
Every night the dream's the same
Every night I burn
Waiting for my only friend
Every night I burn
Waiting for the world to end

[Verse 3]
'Just paint your face' the shadows smile
Slipping me away from you
'Oh, it doesn't matter how you hide
Find you if we're wanting to
So slide back down and close your eyes
Sleep a while, you must be tired...'

[Chorus 3]
But every night I burn
Every night I call your name
Every night I burn
Every night I fall again
Every night I burn
Scream the animal scream
Every night I burn
Dream the crow black dream
Every night I burn
Scream the animal scream
Every night I burn
Dream the crow black dream

[Coda]
Dream the crow black dream...
Dream the crow black dream...
Dream the crow black dream...
Dream the crow black dream...",The Cure,Indie
19,Closedown,"[Verse]
I'm running out of time
I'm out of step and closing down
And never sleep for wanting hours
The empty hours of greed
And uselessly always the need
To feel again the real belief
Of something more than mockery
If only I could fill my heart with love",The Cure,Indie
20,Untitled,"[Verse 1]
Hopelessly adrift in the eyes of the ghost again
Down on my knees and my hands in the air again
Pushing my face in the memory of you again
But I never know if it's real
Never know how I wanted to feel
Never quite said what I wanted to say to you
Never quite managed the words to explain to you
Never quite knew how to make them believable
And now the time has gone
Another time undone

[Verse 2]
Never quite said what I wanted to say to you
Never quite managed the words to explain to you
Never quite knew how to make them believable
And now the time has gone
Another time undone
Hopelessly fighting the devil futility
Feeling the monster climb deeper inside of me
Feeling him gnawing my heart away hungrily
I'll never lose this pain
Never dream of you again",The Cure,Indie
21,Last Dance,"[Verse 1]
I'm so glad you came, I'm so glad you remembered
To see how we're ending our last dance together
Expectantly, too punctual, but prettier than ever
I really believe that this time it's forever
But older than me now, more constant, more real
And the fur and the mouth and the innocence turned
To hair and contentment that hangs in abasement
A woman now standing where once there was only a girl

[Verse 2]
Oh, I'm so glad you came, I'm so glad you remembered
Walking through walls in the heart of December
The blindness, the happiness, falling down laughing
But I really believed that this time was forever
But Christmas falls late now, flatter and colder
And never as bright as when we used to fall
All this in an instant before I can kiss you
A woman now standing where once there was only a girl

[Quietly]
Your name like ice into my heart

[Verse 3]
I'm so glad you came, I'm so glad you remembered
To see how we're ending our last dance together
Reluctantly, cautiously, but prettier than ever
I really believe that this time it's forever
But Christmas falls late now, flatter and colder
And never as bright as when we used to fall
And even if we drink, I don't think we will kiss
In the way that we did when the woman was only a girl",The Cure,Indie
22,A Night Like This,"[Verse 1]
Say goodbye on a night like this
If it's the last thing we ever do
You never looked as lost as this
Sometimes it doesn't even look like you
It goes dark
It goes darker still
Please stay
But I watch you like I'm made of stone
As you walk away

[Chorus 1]
I'm coming to find you if it takes me all night
A witch hunt for another girl
For always and ever is always for you
Your trust
The most gorgeously stupid thing I ever cut in the world

[Verse 2]
Say hello on a day like today
Say it every time you move
The way that you look at me now
Makes me wish I was you
It goes deep
It goes deeper still
This touch
And the smile and the shake of your head
And the smile and the shake of your head

[Chorus 2]
I’m coming to find you if it takes me all night
Can’t stand here like this anymore
For always and ever is always for you
I want it to be perfect like before

[Bridge]
Oh ho ho, I want to change it all
Oh ho ho, I want to change

[Chorus 2]
I’m coming to find you if it takes me all night
Can’t stand here like this anymore
For always and ever is always for you
I want it to be perfect like before

[Outro]
Oh ho ho, I want to change it all
Oh ho ho, I want to change
Oh ho ho, I want to change it all
Oh ho ho, I want to change",The Cure,Indie
23,Prayers for Rain,"[Verse 1]
You shatter me, your grip on me
A hold on me so dull it kills
You stifle me, infectious sense
Of hopelessness and prayers for rain

[Verse 2]
I suffocate, I breathe in dirt
And nowhere shines but desolate and drab
The hours all spent on killing time again
All waiting for the rain

[Chorus]
You fracture me, your hands on me
A touch so plain, so stale it kills
You strangle me, entangle me
In hopelessness and prayers for rain

[Verse 3]
I deteriorate, I live in dirt
And nowhere glows but drearily and tired
The hours all spent on killing time again
All waiting for the rain

[Chorus]
You fracture me, your hands on me
A touch so plain, so stale it kills
You strangle me, entangle me
In hopelessness and prayers for rain

[Outro]
Prayers for rain
Prayers for rain
Prayers for rain",The Cure,Indie
24,Let’s Go to Bed,"[Intro]
Doo doo doo doo
Doo doo doo doo
Doo doo doo doo
Doo doo doo

[Verse 1]
Let me take your hands
I'm shaking like milk
Turning
Turning blue
All over the windows and the floors
Fires outside in the sky
Look as perfect as cats
The two of us
Together again
But it's just the same
A stupid game

[Chorus]
But I don't care if you don't
And I don't feel if you don't
And I don't want it if you don't
And I won't say it
If you won't say it first
Doo doo doo doo
Doo doo doo doo
Doo doo doo doo
Doo doo doo

[Verse 2]
You think you're tired now
But wait until three
Laughing at the Christmas lights
You remember from December
All of this then back again
Another girl
Another name
Stay alive but stay the same
It's a a stupid game
Stupid game

[Chorus]
But I don't care if you don't
And I don't feel if you don't
And I don't want it if you don't
And I won't play it
If you won't play it first
Doo doo doo doo
Doo doo doo doo
Doo doo doo doo
Doo doo doo

[Verse 3]
You can't even see now
So you ask me the way
You wonder if it's real
Because it couldn't be rain
Through the right doorway
And into the white room
It used to be the dust that would lay here
When I came here alone

[Chorus]
But I don't care if you don't
And I don't feel if you don't
And I don't want it if you don't
And I won't say it
If you won't say it first
Doo doo doo doo
Doo doo doo doo
Doo doo doo doo
Doo doo doo

[Outro]
Let's go to bed
Let's go to bed
Let's go to bed",The Cure,Indie
25,10:15 Saturday Night,"[Verse 1]
10:15 on a Saturday night
And the tap drips under the strip light
And I'm sitting in the kitchen sink
And the tap drips

[Chorus]
Drip, drip, drip, drip
Drip, drip, drip, drip
Drip, drip, drip, drip
Drip, drip, drip, drip
Drip, drip, drip, drip
Drip, drip, drip, drip
Drip, drip, drip, drip...

[Verse 2]
Waiting for the telephone to ring
And I'm wondering where she's been
And I'm crying for yesterday
And the tap drips

[Chorus]
Drip, drip, drip, drip
Drip, drip, drip, drip
Drip, drip, drip, drip
Drip, drip, drip, drip
Drip, drip, drip, drip
Drip, drip, drip, drip
Drip, drip, drip, drip...

[Instrumental outro]",The Cure,Indie
26,Why Can’t I Be You?,"[Verse 1]
You're so gorgeous I'll do anything
I'll kiss you from your feet to where your head begins
You're so perfect, you're so right as rain
You make me, make me, make me, make me hungry again

[Chorus]
Everything you do is irresistible
Everything you do is simply kissable
Why can't I be you?

[Verse 2]
I'll run around in circles until I run out of breath
I'll eat you all up or I'll just hug you to death
You're so wonderful, too good to be true
You make me, make me, make me, make me hungry for you

[Chorus]
Everything you do is simply delicate
Everything you do is quite angelicate
Why can't I be you?
Why can't I be you?

[Verse 3]
You turn my head when you turn around
You turn the whole world upside down
I'm smitten, I'm bitten, I'm hooked, I'm cooked, I'm stuck like glue
You make me, make me, make me, make me hungry for you

[Chorus]
Everything you do is simply dreamy
Everything you do is quite delicious
So why can't I be you?
Why can't I be you?
Why can't I be you?
Why can't I be you?
Why can't I be you?
You're simply elegant",The Cure,Indie
27,Siamese Twins,"[Verse 1]
I chose an eternity of this
Like falling angels, the world disappeared
Laughing into the fire, is it always like this?
Flesh and blood and the first kiss
The first colours, the first kiss

[Verse 2]
We writhed under a red light
Voodoo smile, Siamese twins
Girl at the window looks at me for an hour
Then everything falls apart
Broken inside me, it falls apart

[Chorus 1]
The walls and the ceiling move in time
Push a blade into my hands, slowly up the stairs
And into the room, is it always like this?

[Verse 3]
Dancing in my pocket
Worms eat my skin
She glows and grows with arms outstretched
Her legs around me, in the morning I cried

[Verse 4]
Leave me to die, you won't remember my voice
I walked away and grew old
You never talk, we never smile
I scream ""you're nothing
I don't need you any more, you're nothing""

[Chorus 2]
It fades and spins
Fades and spins
Sing out loud, we all die
Laughing into the fire, is it always like this?

[Outro]
Is it always like this?
Is it always like this?",The Cure,Indie
28,Homesick,"[Instrumental Intro 0:00 - 3:16]

[Intro]
Hey hey!

[Chorus 1]
Just one more
And I'll walk away
All the everything you win
Turns to nothing today

[Verse 1]
And I forget how to move
When my mouth is this dry
And my eyes are bursting hearts
In a blood-stained sky
Oh it was sweet
It was wild
And oh how we...
I trembled
Stuck in honey
Honey
Cling to me...

[Chorus 2]
So just one more
Just one more go
Inspire in me the desire in me
To never go home

Doodoodoodoo
Doodoodoodoo

[Chorus 1]
Oh just one more
And I'll walk away
All the everything you win
Turns to nothing today

[Chorus 2]
So just one more
Just one more go
Inspire in me the desire in me
To never go home

Doodoodoodoo",The Cure,Indie
29,The Figurehead,"[Verse 1]
Sharp and open, leave me alone
And sleeping less every night
As the days become heavier and weighted
Waiting in the cold light
A noise, a scream tears my clothes as the figurines tighten
With spiders inside them
And dust on the lips of a vision of hell
I laughed in the mirror for the first time in a year

[Verse 2]
A hundred other words blind me with your purity
Like an old painted doll in the throes of dance
I think about tomorrow, please let me sleep
As I slip down the window, freshly squashed fly

[Refrain]
You mean nothing
You mean nothing

[Verse 3]
I can lose myself in Chinese art and American girls
All the time, lose me in the dark, please do it right
Run into the night, I will lose myself tomorrow
Crimson pain, my heart explodes
My memory in a fire, and someone will listen
At least for a short while

[Bridge]
(I can never say no)
I can never say no to anyone but you

[Verse 4]
Too many secrets, too many lies
Writhing with hatred
Too many secrets, please make it good tonight
But the same image haunts me, in sequence, in despair of time

[Chorus]
I will never be clean again
I touched her eyes, pressed my stained face
I will never be clean again

[Outro]
Touched her eyes, press my stained face
I will never be clean again
I will never be clean again
I will never be clean again",The Cure,Indie
30,How Beautiful You Are,"[Verse 1]
You want to know why I hate you?
Well, I'll try and explain
You remember that day in Paris
When we wandered through the rain
And promised to each other
That we'd always think the same
And dreamed that dream
To be two souls as one
And stopped just as the sun set
And waited for the night
Outside a glittering building
Of glittering glass and burning light
And in the road before us
Stood a weary greyish man
Who held a child upon his back
A small boy by the hand
The three of them were dressed in rags
And thinner than the air
And all six eyes stared fixedly on you

[Chorus]
The father's eyes said ""Beautiful! How beautiful you are!""
The boy's eyes said
""How beautiful! She shimmers like a star!""
The child's eyes uttered nothing
But a mute and utter joy
And filled my heart with shame for us
At the way we are
At the way we are

[Verse 2]
I turned to look at you
To read my thoughts upon your face
And gazed so deep into your eyes
So beautiful and strange
Until you spoke
And showed me understanding is a dream
""I hate these people staring
Make them go away from me!""

[Chorus]
The father's eyes said ""Beautiful!
How beautiful you are!""
The boy's eyes said
""How beautiful!
She glitters like a star!""
The child's eyes uttered nothing
But a quiet and utter joy
And stilled my heart with sadness
At the way we are
At the way we are
At the way we are

[Outro]
And this is why I hate you
And how I understand
That no-one ever knows or loves another",The Cure,Indie
31,Cold,"[Verse 1]
Scarred, your back was turned, curled like an embryo
Take another face, you will be kissed again
I was cold as l mouthed the words and crawled across the mirror
And wait, await the next breath

[Refrain]
Your name like ice into my heart

[Verse 2]
A shallow grave, a monument to the ruined age
Ice in my eyes and eyes like ice don't move
Screaming at the moon, another past time

[Refrain]
Your name like ice into my heart

[Chorus]
Everything as cold as life (can no one save you?)
Everything as cold as silence (and you will never say a word)

[Outro]
(Your name like ice into my heart)
(Your name like ice into my heart)",The Cure,Indie
32,From the Edge of the Deep Green Sea,"[Verse 1]
Every time we do this, I fall for her
Wave after wave after wave, it's all for her
""I know this can't be wrong"", I say
(And I'll lie to keep her happy)
As long as I know that you know
That today I belong right here with you
Right here with you

And so we watch the sun come up
From the edge of the deep green sea
And she listens like her head's on fire
Like she wants to believe in me
So I try put your hands in the sky
Surrender, remember
We'll be here forever
And we'll never say goodbye

I've never been so colorfully
See through head before
(I've never been) I've never been so
Wonderfully me you want some more
And all I want is to keep it like this
You and me alone, a secret kiss
And don't go home, don't go away
Don't let this end, please stay

Not just for today

""Never, never, never, never, never let me go"", she says
""Hold me like this for a hundred thousand million days""
But suddenly she slows and looks down at my breaking face
""Why do you cry? What did I say?""
""But it's just rain"", I smile brushing my tears away

[Chorus 1]
I wish I could just stop
I know another moment will break my heart
Too many tears, too many times
Too many years I've cried over you

[Verse 2]
How much more can we use it up?
Drink it dry? Take this drug?
Looking for something forever gone
But something we will always want

""Why, why, why are you letting me go?"" she says
""I feel you pulling back, I feel you changing shape""
And just as I'm breaking free, she hangs herself in front of me
Slips her dress like a flag to the floor
And hands in the sky, surrenders it all

[Chorus 2]
I wish I could just stop
I know another moment will break my heart
Too many tears, too many times
Too many years I've cried for you

[Outro]
It's always the same, wake up in the rain
Head in pain, hung in shame
A different name, same old game, love in vain
And miles and miles and miles and miles and miles
Away from home again",The Cure,Indie
33,Jumping Someone Else’s Train,"[Verse 1]
Don't say what you mean
You might spoil your face
If you walk in the crowd
You won't leave any trace
It's always the same
You're jumping someone else's train

[Chorus]
It won't take you long
To learn the new smile
You'll have to adapt
Or you'll be out of style
It's always the same
You're jumping someone else's train

[Bridge]
If you pick up on it quick
You can say you were there
Again and again and again
You're jumping someone else's train

[Verse 2]
It's the latest wave
That you've been craving for
The old ideal
Was getting such a bore
Now you're back in line
Going not quite quite as far
But in half the time
Everyone's happy
They're finally all the same
Cause everyone's jumping
Everybody else's train

[Chorus]
It won't take you long
To learn the new smile
You'll have to adapt
Or you'll be out of style
It's always the same
You're jumping someone else's train

[Outro]
Jumping someone else's train
Jumping someone else's train
Jumping someone else's train",The Cure,Indie
34,Faith,"[Instrumental 0:00 -2:09]

[Verse 1]
Catch me if I fall, I'm losing hold
I can't just carry on this way
And every time I turn away
I lose another blind game
The idea of perfection holds me
Suddenly, I see you change
Everything at once the same
But the mountain never moves
Rape me like a child, christened in blood
Painted like an unknown saint
There's nothing left but hope
Your voice is dead and old and oh, always empty
Trust in me through closing years
Perfect moments wait
If only we could stay
Please say the right words
We cry like the stone white clown
And stand, lost forever in a happy crowd

[Chorus]
No one lifts their hands
No one lifts their eyes
Justified with empty words
The party just gets better and better

[Refrain]
I went away alone
With nothing left but faith
I went away alone
With nothing left but faith

[Outro]
With nothing left but faith
With nothing left but faith
With nothing left but faith
With nothing left but faith
With nothing left but faith
With nothing left but faith
With nothing left but faith
With nothing left but faith
With nothing left but faith, with nothing left but faith
With nothing left but faith, with nothing left but faith
With nothing left but faith
With nothing left but faith
With nothing left but faith",The Cure,Indie
35,High,"[Verse 1]
When I see you sky as a kite
As high as I might, I can't get that high
The how you move, the way you burst the clouds
It makes me want to try
And when I see you sticky as lips
As licky as trips, I can't lick that far
But when you pout, the way you shout out loud
It makes me want to start
And when I see you happy as a girl
That swims in a world of a magic show
It makes me bite my fingers through
To think I could've let you go

[Chorus]
And when I see you take the same sweet steps
You used to take, I say
""I'll keep on holding you in my arms so tight
I'll never let you slip away""

[Verse 2]
And when I see you kitten as a cat
Yeah, as smitten as that, I can't get that small
The way you fur, the how you purr
It makes me want to paw you all
And when I see you happy as a girl
That lives in a world of make believe
It makes me pull my hair all out
To think I could've let you leave

[Chorus]
And when I see you take the same sweet steps
You used to take, I know
I'll keep on holding you in my arms so tight
I'll never let you go",The Cure,Indie
36,Fire in Cairo,"[Verse 1]
Slowly fading blue, the eastern hollows
Catch the dying sun, the nighttime follows
Silence and black mirror pool
Mirrors a lonely place where I meet you

[Pre-Chorus]
See your head in the fading light
And through the dark your eyes shine bright

[Chorus]
And burn like fire, burn like fire in Cairo
And burn like fire, burn like fire in Cairo

[Verse 2]
Shifting crimson veil, silken hips
Slide under my hand, sullen lips
Whisper my name and I yearn
You take me in your arms, start to burn

[Hook]
F-I-R-E I-N C-A-I-R-O
F-I-R-E I-N C-A-I-R-O
F-I-R-E I-N C-A-I-R-O

[Bridge]
Then the heat disappears and the mirage fades away

[Solo]

[Hook]
F-I-R-E I-N C-A-I-R-O
F-I-R-E I-N C-A-I-R-O
F-I-R-E I-N C-A-I-R-O
F-I-R-E I-N C-A-I-R-O
F-I-R-E I-N C-A-I-R-O
F-I-R-E I-N C-A-I-R-O
F-I-R-E I-N C-A-I-R-O
F-I-R-E I-N C-A-I-R-O, oh, oh

[Outro]
Burn like fire, burn like fire in Cairo
Burn like a fire in Cairo, burn like a
Fire, fire, fire, fire
Blaze like a fire in Cairo, blaze like
Fire, fire, fire, fire, flare
Burn like fire, burn like fire in Cairo",The Cure,Indie
37,Six Different Ways,"This is stranger than I thought
Six different ways inside my heart
And every one I'll keep tonight
Six different ways go deep inside

I'll tell them anything at all
I know I'll give them more and more

I'll tell them anything at all
I know I'll give the world and more
They think I'm on my hands and head
This time they're much too slow

Six sides to every lie I say
It's that American voice again
""It was never quite like this before
Not one of you is the same""
Doo doo doo doo

This is stranger than I thought
Six different ways inside my heart
And everyone I'll keep tonight
Six different ways go deep inside

I'll tell them anything at all
I know I'll give the world and more
They think I'm on my hands and head
This time they're much too slow

Six sides to every lie I say
It's that American voice again
""It was never quite like this before
Not one of you is the same""",The Cure,Indie
38,The Hanging Garden,"[Verse 1]
Creatures kissing in the rain
Shapeless in the dark again
In the hanging garden, please don't speak
In the hanging garden, no one sleeps

[Refrain]
(In the hanging garden)
(In the hanging garden)

[Verse 2]
Catching halos on the moon
Gives my hands the shapes of angels
In the heat of the night, the animals scream
In the heat of the night walking into a dream

[Chorus]
Fall, fall, fall, fall into the walls
Jump, jump out of time
Fall, fall, fall, fall out of the sky
Cover my face as the animals cry

[Refrain]
(In the hanging garden)
(In the hanging garden)

[Verse 3]
Creatures kissing in the rain
Shapeless in the dark again
In a hanging garden, change the past
In a hanging garden wearing furs and masks

[Chorus]
Fall, fall, fall, fall into the walls
Jump, jump out of time
Fall, fall, fall, fall out of the sky
Cover my face as the animals die

[Bridge]
(In the hanging garden)
As the animals die
Cover my face as the animals die

[Outro]
(In the hanging garden)
(In the hanging garden)
(In the hanging garden)
(In the hanging garden)
(In the hanging garden)
(In the hanging garden)",The Cure,Indie
39,A Strange Day,"[Verse 1]
Give me your eyes that I might see
The blind man kissing my hands
The sun is humming, my head turns to dust
As he plays on his knees
(As he plays on his knees)

[Chorus]
And the sand and the sea grows
I close my eyes
Move slowly through drowning waves
Going away on a strange day

[Verse 2]
And I laugh as I drift in the wind
Blind dancing on a beach of stone
Cherish the faces as they wait for the end
Sudden hush across the water
And we're here again

[Chorus]
And the sand and the sea grows
I close my eyes
Move slowly through drowning waves
Going away on a strange day

[Bridge]
My head falls back and the walls crash down
And the sky and the impossible explode
Held for one moment, I remember a song
An impression of sound
Then everything is gone forever

[Outro]
(A strange day)
(A strange day)",The Cure,Indie
40,M,"[Verse 1]
Hello image
Sing me a line from your favourite song
Twist and turn but you're trapped in the light
All the directions were wrong

[Refrain]
You'll fall in love with somebody else tonight

[Verse 2]
Help yourself
But tell me the words before you fade away
You reveal all the secrets to remember the end
And escape someday

[Refrain]
You'll fall in love with somebody else again tonight

[Verse 3]
Take a step
You move in time but it's always back
The reasons are clear, your face is drawn
And ready for the next attack",The Cure,Indie
41,Catch,"[Verse 1]
Yes, I know who you remind me of
A girl I think I used to know
Yes, I'd see her when the day got colder
On those days when it felt like snow

[Pre-Chorus]
You know I even think that she stared like you
She used to just stand there and stare
And roll her eyes right up to heaven
And make like I just wasn't there

[Chorus]
And she used to fall down a lot
That girl was always falling
Again and again
And I used to sometimes try to catch her
But I never even caught her name

[Verse 2]
And sometimes we would spend the night
Just rolling about on a floor
And I remember
Even though it felt soft at the time
I always used to wake up sore

[Pre-Chorus]
You know I even think that she smiled like you
She used to just stand there and smile
And her eyes would go all sorts of far away
And stay like that for quite a while

[Chorus]
And I remember she used to fall down a lot
That girl was always falling
Again and again
And I used to sometimes try to catch her
But never even caught her name

[Outro]
Yes, I sometimes even tried to catch her
But I never even caught her name",The Cure,Indie
42,The Caterpillar,"[Verse 1]
Flicker, flicker, flicker, flicker, flicker, flicker, flicker, flicker
Here you are
Cata-cata-cata-cata-cata-cata-cata-cata
Caterpillar girl
Flowing in and filling up my hopeless heart
Oh, never, never go

[Chorus]
Oh, I'll dust my lemon lies
With powder, pink and sweet
The day I stop is the day you change
And fly away from me

[Verse 2]
You flicker and you're beautiful
You glow inside my head
You hold me hypnotized, I'm mesmerized
Your flames, the flames that kiss me dead

[Chorus]
I'll dust my lemon lies
With powder, pink and sweet
The day I stop's the day you change
And fly away from me

[Verse 1]
Flicker, flicker, flicker, flicker, flicker, flicker, flicker, flicker
Here you are
Cata-cata-cata-cata-cata-cata-cata-cata
Caterpillar girl
Flowing in and filling up my hopeless heart
Oh, never, never go

[Chorus]
Oh, I'll dust my lemon lies
With powder, pink and sweet
The day I stop's the day you change
And fly away, away from me

[Outro]
Cata-cata-cata-cata-cata-cata-cata-cata-caterpillar girl
Cata-cata-cata-cata-cata-cata-cata-cata-caterpillar girl
Cata-cata-cata-cata-cata-cata-cata-cata
Cata-cata-cata-cata-cata-cata-cata-cata
Cata-cata-cata-cata-cata-cata-cata-cata-caterpillar girl",The Cure,Indie
43,To Wish Impossible Things,"[Verse 1]
Remember how it used to be
When the sun would fill the sky
Remember how we used to feel
Those days would never end
Those days would never end

[Verse 2]
Remember how it used to be
When the stars would fill the sky
Remember how we used to dream
Those nights would never end
Those nights would never end

[Chorus]
It was the sweetness of your skin
It was the hope of all we might have been
That filled me with the hope to wish impossible things
To wish impossible things
To wish impossible things

[Outro]
But now the sun shines cold
And all the sky is grey
The stars are dimmed by clouds and tears
And all I wish is gone away
All I wish is gone away
And all I wished is gone away
And all I wish is gone away
All I wish is gone away
All I wish is gone away",The Cure,Indie
44,A Short Term Effect,"[Verse 1]
Movement, no movement, just a falling bird
Cold as it hits the bleeding ground
He lived and died, catch sight, cover me with earth
Draped in black, static white sound

[Chorus]
A day without substance, a change of thought
An atmosphere that rots with time
Colors that flicker in water, a short term effect

[Verse 2]
Scream as she tries to push him over
Helpless and sick
With teeth of madness, jump, jump, dance and sing
Sideways across the desert, a charcoal face bites my hand
Time is sweet, derange and disengage everything

[Chorus]
A day without substance, a change of thought
The atmosphere rots with time
Colors that flicker in water, a short term effect
A short term effect
A short term effect

[Outro]
An echo and a stranger's hand, a short term effect
An echo and a stranger's hand, a short term effect",The Cure,Indie
45,Play for Today,"[Verse 1]
It's not a case of doing what's right
It's just the way I feel that matters
Tell me I'm wrong, I don't really care
It's not a case of share and share alike
I take what I require
I don't understand, you say it's not fair

[Chorus]
You expect me to act like a lover
Consider my moves and deserve the reward
To hold you in my arms and wait, and wait
And wait for something to happen

[Verse 2]
It's not a case of telling the truth
Some lines just fit the situation
You call me a liar, you would anyway
It's not a case of aiming to please
You know you're always crying
It's just your part in the play for today",The Cure,Indie
46,The Kiss,"[Instrumental for 3min 50sec]

[Verse]
Kiss me, kiss me, kiss me
Your tongue is like poison
So swollen it fills up my mouth
Love me, love me, love me
You nail me to the floor
And push my guts all inside-out
Get it out, get it out, get it out
Get your fucking voice
Out of my head

[Chorus]
I never wanted this!
I never wanted any of this!
I wish you were dead!
I wish you were dead!",The Cure,Indie
47,The Walk,"I called you after midnight
Then ran until I burst
I passed the howling woman
And stood outside your door

We walked around the lake
And woke up in the rain
And everyone turned over
Troubled in their dreams again

Visiting time is over
And so we walk away
And both play dead then cry out loud
Why we always cry this way?

I kissed you in the water
And made your dry lips sing
I saw you look like a Japanese baby
In an instant I remembered everything
Everything, everything, everything

I called you after midnight
Then ran until my heart burst
I passed the howling woman
And stood outside your door

I kissed you in the water
And made your dry lips sing
I saw you look like a Japanese baby
In an instant I remembered everything
Everything, everything, everything

Take me for the walk
Take me for the walk
Let's go for a walk
Take me for the walk",The Cure,Indie
